niedriger	niedrig	niedriger	nan
,	,	und	nan
unwichtiger	unwichtig	unwichtiger	nan
.	.	.	nan
Diese	dies	Diese	nan
Lage	Lage	Lage	nan
ist	sein	ist	nan
normal	normal	normal	nan
,	,	und	nan
nicht	nicht	nicht	nan
aussergewöhnlich	außergewöhnlich	außergewöhnlich	nan
nan	nan	,	nan
aber	aber	aber	nan
doch	doch	doch	nan
unrecht	unrecht	ungerecht	nan
,	,	,	nan
da	da	da	nan
die	d	die	nan
Konsequenzen	Konsequenz	nan	nan
der	d	nan	nan
Arbeit	Arbeit	Arbeit	nan
des	d	des	nan
Bankangestellten	Bankangestellte	Bankangestellten	nan
wirken	wirken	nan	nan
nur	nur	nur	nan
Folgen	Folge	Folgen	nan
auf	auf	für	nan
die	d	die	nan
Größe	Größe	Höhe	nan
des	d	des	nan
Geldes	Geld	Geldbetrag	nan
irgendeines	irgendein	irgendeines	nan
reichen	reichen	reichen	nan
Mannes	Mann	Mannes	nan
nan	nan	nan	nan
,	,	nan	nan
und	und	und	nan
die	d	die	nan
Arbeit	Arbeit	Arbeit	nan
für	für	für	nan
den	d	den	nan
ländlichen	ländlich	ländlichen	nan
Geschäftsmann	Geschäftsmann	Geschäftsmann	nan
wirkt	wirken	nan	nan
Folgen	Folge	Folgen	nan
auf	auf	für	nan
das	d	das	nan
Leben	Leben	Leben	nan
aller	alle	aller	nan
Mitglieder	Mitglied	Mitglieder	nan
seiner	sein	seiner	nan
Familie	Familie	Familie	nan
nan	nan	hat	nan
.	.	.	nan
Wenn	wenn	Wenn	nan
wir	wir	wir	nan
dieser	dies	dieses	nan
Unrecht	Unrecht	Unrecht	nan
im	im	im	nan
Zusammenhang	Zusammenhang	Zusammenhang	nan
nan	nan	mit	nan
der	d	der	nan
ganzen	ganz	ganzen	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
beantrachten	[unknown]	betrachten	neo
,	,	,	nan
kann	können	kann	nan
man	man	man	nan
sehen	sehen	sehen	nan
,	,	,	nan
dass	dass	dass	nan
nan	nan	einem	nan
in	in	in	nan
den	d	den	nan
meisten	meist	meisten	nan
Fällen	Fall|Fällen	Fällen	nan
,	,	nan	nan
nan	nan	heute	nan
nan	nan	desto	nan
wird	werden	nan	nan
man	man	nan	nan
heute	heute	nan	nan
mehr	mehr	mehr	nan
bezahlt	bezahlen	bezahlt	nan
nan	nan	wird	nan
,	,	,	nan
desto	desto	je	nan
weniger	weniger	weniger	nan
man	man	man	nan
für	für	für	nan
die	d	die	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
leistet	leisten	leistet	nan
.	.	.	nan
LehrerInnen	lehrerinnen	LehrerInnen	nan
bilden	bilden	bilden	nan
die	d	die	nan
wichtigste	wichtig	wichtigste	nan
Gruppe	Gruppe	Gruppe	nan
einer	ein	einer	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
nan	nan	aus	nan
,	,	,	nan
denn	denn	denn	nan
sie	sie	deren	nan
die	d	nan	nan
Zukunft	Zukunft	Zukunft	nan
davon	davon	nan	nan
ist	sein	ist	nan
nur	nur	nur	nan
durch	durch	durch	nan
effektive	effektiv	effektive	nan
Ausbildung	Ausbildung	Ausbildung	nan
möglich	möglich	möglich	nan
.	.	.	nan
Ärzte	Arzt	Ärzte	nan
und	und	und	nan
Krankenschwestern	Krankenschwester	Krankenschwestern	nan
,	,	nan	nan
bzw.	bzw.	bzw.	nan
Krankenpflegern	Krankenpfleger	Krankenpfleger	nan
,	,	nan	nan
verdienen	verdienen	verdienen	nan
normalerweise	normalerweise	normalerweise	nan
viel	viel	viel	nan
weniger	weniger	weniger	nan
als	als	als	nan
ihre	ihr	ihre	nan
Genossen	Genosse	Kollegen	nan
in	in	in	nan
der	d	der	nan
Geschäftswelt	Geschäftswelt	Geschäftswelt	nan
,	,	nan	nan
trotz	trotz	trotz	nan
eines	ein	eines	nan
vergleichbaren	vergleichbar	vergleichbaren	nan
Ausbildungsniveau	Ausbildungsniveau	Ausbildungsniveaus	nan
.	.	.	nan
Ob	ob	Ob	nan
sie	sie	sie	nan
mehr	mehr	mehr	nan
verdienen	verdienen	verdienen	nan
sollten	sollen	sollten	nan
nan	nan	,	nan
ist	sein	ist	nan
ja	ja	ja	nan
eine	ein	eine	nan
Frage	Frage	Frage	nan
der	d	der	nan
politischen	politisch	politischen	nan
Weltanschauung	Weltanschauung	Weltanschauung	nan
.	.	.	nan
Der	d	Die	nan
Moral	Moral	Moral	nan
ist	sein	ist	nan
tief	tief	tief	nan
im	im	im	nan
Menschen	Mensch	Menschen	nan
gewurzelt	[unknown]	verwurzelt	nan
.	.	.	nan
Es	es	Es	nan
wird	werden	wird	nan
immer	immer	immer	nan
einige	einige	einige	nan
geben	geben	geben	nan
,	,	,	nan
die	d	die	nan
sich	er|es|sie|Sie	sich	nan
mit	mit	mit	nan
der	d	der	nan
Verbesserung	Verbesserung	Verbesserung	nan
unserer	unser	unserer	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
nan	nan	werden	nan
beschäftigen	beschäftigen	beschäftigen	nan
wollen	wollen	wollen	nan
werden	werden	nan	nan
.	.	.	nan
Doch	doch	Doch	nan
ohne	ohne	ohne	nan
die	d	die	nan
entsprechende	entsprechend	entsprechende	nan
Entlohnung	Entlohnung	Entlohnung	nan
wird	werden	wird	nan
es	es	es	nan
sicher	sicher	sicher	nan
weniger	wenig	weniger	nan
Leute	Leute	Leute	nan
geben	geben	geben	nan
,	,	,	nan
die	d	die	nan
sich	er|es|sie|Sie	nan	nan
geschäftlich	geschäftlich	geschäftlich	nan
aktiv	aktiv	aktiv	nan
sein	sein	sein	nan
würden	werden	würden	nan
,	,	,	nan
wenn	wenn	wenn	nan
sie	sie	sie	nan
mehr	mehr	mehr	nan
verdienen	verdienen	verdienen	nan
könnten	können	könnten	nan
als	als	als	nan
Ärzte	Arzt	Ärzte	nan
oder	oder	oder	nan
Lehrern	Lehrer	Lehrer	nan
.	.	.	nan
Was	was	Was	nan
wir	wir	wir	nan
normalerweise	normalerweise	normalerweise	nan
vergessen	vergessen	vergessen	nan
nan	nan	,	nan
ist	sein	ist	nan
,	,	,	nan
dass	dass	dass	nan
gesellschaftliche	gesellschaftlich	gesellschaftliche	nan
Leistung	Leistung	Leistung	nan
ist	sein	nan	nan
nicht	nicht	nicht	nan
nur	nur	nur	nan
eine	ein	eine	nan
Sache	Sache	Sache	nan
der	d	der	nan
Ethik	Ethik	Ethik	nan
nan	nan	ist	nan
,	,	,	nan
besonders	besonders	besonders	nan
im	im	im	nan
christlichen	christlich	christlichen	nan
Sinne	Sinn	Sinne	nan
,	,	,	nan
sondern	sondern	sondern	nan
auch	auch	auch	nan
eine	ein	eine	nan
nan	nan	des	nan
kapitalistische	kapitalistisch	Kapitalismus	nan
Sache	Sache	nan	nan
.	.	.	nan
Man	man	Man	nan
könnte	können	könnte	nan
sogar	sogar	sogar	nan
sagen	sagen	sagen	nan
,	,	,	nan
dass	dass	dass	nan
die	d	die	nan
Förderung	Förderung	Förderung	nan
einer	ein	einer	nan
Verbrauchergesellchaft	[unknown]	Konsumgesellschaft	nan
auch	auch	auch	nan
eine	ein	eine	nan
gesellschaftliche	gesellschaftlich	gesellschaftliche	nan
Leistung	Leistung	Leistung	nan
ist	sein	ist	nan
,	,	,	nan
besonders	besonders	besonders	nan
wenn	wenn	wenn	nan
die	d	die	nan
meisten	meist	meisten	nan
nan	nan	darin	nan
übereinstimmen	übereinstimmen	übereinstimmen	as
,	,	,	nan
dass	dass	dass	nan
es	es	es	nan
das	d	das	nan
beste	gut	beste	nan
System	System	System	nan
ist	sein	ist	nan
.	.	.	nan
Man	man	Man	nan
muss	müssen	muss	nan
für	für	für	nan
etwas	etwas	etwas	nan
arbeiten	arbeiten	arbeiten	nan
,	,	,	nan
ob	ob	ob	nan
Geld	Geld	Geld	nan
,	,	,	nan
ob	ob	ob	nan
Begeisterung	Begeisterung	Begeisterung	nan
,	,	oder	nan
ob	ob	nan	nan
religiöse	religiös	religiöse	nan
Ziele	Ziel	Ziele	nan
.	.	.	nan
Die	d	Die	nan
finanzielle	finanziell	finanzielle	nan
Entlohnung	Entlohnung	Entlohnung	nan
ist	sein	ist	nan
eigentlich	eigentlich	eigentlich	nan
nan	nan	das	nan
nan	nan	,	nan
was	was	was	nan
wir	wir	wir	nan
benutzen	benutzen	benutzen	nan
,	,	,	nan
nan	nan	um	nan
eine	ein	eine	nan
schwere	schwer	schwere	nan
Arbeit	Arbeit	Arbeit	nan
erträglicher	erträglich	erträglicher	nan
zu	zu	zu	nan
machen	machen	machen	nan
und	und	und	nan
ohne	ohne	ohne	nan
die	d	die	nan
Produkte	Produkt	Produkte	nan
,	,	,	nan
die	d	die	nan
eine	ein	eine	nan
Verbrauchergesellschaft	Verbrauchergesellschaft	Konsumgesellschaft	nan
herstellt	herstellen	herstellt	nan
,	,	,	nan
könnten	können	könnten	nan
wir	wir	wir	nan
nan	nan	uns	nan
keinen	kein	keinen	nan
Vorsprung	Vorsprung	Vorsprung	nan
uns	wir	nan	nan
leisten	leisten	leisten	nan
.	.	.	nan
Wir	wir	Wir	nan
würden	werden	würden	nan
nur	nur	nur	nan
in	in	in	nan
die	d	die	nan
Vergangenheit	Vergangenheit	Vergangenheit	nan
zurückkehren	zurückkehren	zurückkehren	nan
.	.	.	nan
Es	es	Es	nan
nützt	nützen	nützt	nan
eigentlich	eigentlich	eigentlich	nan
nicht	nicht	nichts	nan
,	,	,	nan
vom	vom	vom	nan
Kommunismus	Kommunismus	Kommunismus	nan
oder	oder	oder	nan
von	von	von	nan
der	d	der	nan
marxistischen	marxistisch	marxistischen	nan
Ideologie	Ideologie	Ideologie	nan
zu	zu	zu	nan
sprechen	sprechen	sprechen	nan
.	.	.	nan
Bisjetzt	[unknown]	Bis	nan
nan	nan	jetzt	nan
hat	haben	hat	nan
keine	kein	keine	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
die	d	die	nan
nötige	nötig	nötigen	nan
Bedingungen	Bedingung	Bedingungen	nan
dafür	dafür	dafür	nan
geleistet	leisten	erfüllt	nan
.	.	.	nan
Eine	ein	Eine	nan
Gesellschaft	Gesellschaft	Gesellschaft	nan
nan	nan	,	nan
in	in	in	nan
der	d	der	nan
die	d	die	nan
finanzielle	finanziell	finanzielle	nan
Entlohnung	Entlohnung	Entlohnung	nan
eines	ein	eines	nan
Menschen	Mensch	Menschen	nan
dem	d	dem	nan
gesellschaftlichen	gesellschaftlich	gesellschaftlichen	nan
Beitrag	Beitrag	Beitrag	nan
entspricht	entsprechen	entspricht	nan
,	,	,	nan
würde	werden	würde	nan
gewiss	gewiß	gewiss	nan
eine	ein	eine	nan
Meritokratie	[UNKNOWN]	Meritokratie	nan
der	d	der	nan
Ethik	Ethik	Ethik	nan
sein	sein	sein	nan
,	,	,	nan
denn	denn	denn	nan
man	man	man	nan
würde	werden	würde	nan
eine	ein	eine	nan
Entlohnung	Entlohnung	Entlohnung	nan
erhalten	erhalten	nan	nan
,	,	nan	nan
für	für	für	nan
die	d	die	nan
Arbeit	Arbeit	Arbeit	nan
nan	nan	erhalten	nan
nan	nan	,	nan
zu	zu	zu	nan
welcher	welch	welcher	nan
man	man	man	nan
im	im	im	nan
ethischen	ethisch	ethischen	nan
Sinne	Sinn	Sinne	nan
verpflichtet	verpflichten	verpflichtet	nan
sein	sein	sein	nan
sollte	sollen	sollte	nan
.	.	.	nan
Die	d	Die	nan
menschliche	menschlich	menschliche	nan
Natur	Natur	Natur	nan
ist	sein	ist	nan
meines	mein	meines	nan
Erachtens	Erachten	Erachtens	nan
sicher	sicher	sicher	nan
anders	anders	anders	nan
-	-	-	nan
nicht	nicht	nicht	nan
unbedingt	unbedingt	unbedingt	nan
negativ	negativ	negativ	nan
,	,	,	nan
aber	aber	aber	nan
immerhin	immerhin	immerhin	nan
selbstorientiert	[unknown]	egozentrisch	nan
.	.	.	nan
Die	d	Die	nan
finanzielle	finanziell	finanzielle	nan
Entlohnung	Entlohnung	Entlohnung	nan
eines	ein	eines	nan
Menschen	Mensch	Menschen	nan
sollte	sollen	sollte	nan
folglich	folglich	folglich	nan
dem	d	den	nan
Regeln	Regel|Regeln	Regeln	nan
der	d	der	nan
Ökonomie	Ökonomie	Ökonomie	nan
folgen	folgen	folgen	nan
.	.	.	nan
Wir	wir	Wir	nan
haben	haben	haben	nan
ein	ein	ein	nan
System	System	System	nan
,	,	,	nan
das	d	das	nan
gut	gut	gut	nan
funktioniert	funktionieren	funktioniert	nan
.	.	.	nan
Wieso	wieso	Wieso	nan
es	es	es	nan
ändern	ändern	ändern	nan
,	,	,	nan
wenn	wenn	wenn	nan
man	man	man	nan
nan	nan	sich	nan
davon	davon	davon	nan
keine	kein	keine	nan
Verbesserung	Verbesserung	Verbesserung	nan
leisten	leisten	erwarten	nan
kann	können	kann	nan
?	?	?	nan
Man	man	Man	nan
hört	hören	hört	nan
es	es	es	nan
öfters	öfters	öfters	nan
sagen	[UNKNOWN]	nan	nan
in	in	in	nan
Kneipen	Kneipe	Kneipen	nan
,	,	nan	nan
nach	nach	nach	nan
einigen	einige	einigen	nan
Gläser	Glas	Gläsern	nan
Bier	Bier	Bier	nan
nan	nan	nan	nan
:	:	:	nan
nan	nan	""""	nan
eigentlich	eigentlich	Eigentlich	nan
haben	haben	haben	nan
Universitätsabschlüsse	Universitätsabschlüs	Universitätsabschlüsse	nan
gar	gar	gar	nan
keinen	kein	keinen	nan
Wert	Wert	Wert	nan
,	,	,	nan
da	da	da	nan
die	d	die	nan
Erkenntnis	Erkenntnis	Erkenntnis	nan
nan	nan	,	nan
die	d	die	nan
man	man	man	nan
sich	er|es|sie|Sie	sich	nan
an	an	an	nan
der	d	der	nan
Universität	Universität	Universität	nan
zueignet	zueignen	aneignet	sem
nan	nan	,	nan
nichts	nichts	nichts	nan
mit	mit	mit	nan
dem	d	dem	nan
wirklichen	wirklich	wirklichen	nan
Leben	Leben	Leben	nan
zu	zu	zu	nan
tun	tun	tun	nan
hat	haben	hat	nan
.	.	.	nan
Weniger	weniger	Weniger	nan
häufig	häufig	häufig	nan
ist	sein	ist	nan
diese	dies	diese	nan
Meinung	Meinung	Meinung	nan
innerhalb	innerhalb	innerhalb	nan
der	d	der	nan
Universität	Universität	Universität	nan
,	,	,	nan
aber	aber	aber	nan
selbst	selbst	selbst	nan
da	da	da	nan
kann	können	kann	nan
man	man	man	nan
sie	sie	ihr	nan
begegnen	begegnen	begegnen	as
.	.	.	nan
Eines	ein	Eines	nan
der	d	der	nan
Themen	Thema	Themen	nan
für	für	für	nan
diesen	dies	diesen	nan
Aufsatz	Aufsatz	Aufsatz	nan
enthalt	[UNKNOWN]	enthält	flex
sogar	sogar	sogar	nan
eine	ein	eine	nan
mehr	mehr	mehr	nan
oder	oder	oder	nan
weniger	weniger	weniger	nan
entwickelte	entwickeln	entwickelte	nan
Argumentation	Argumentation	Argumentation	nan
dazu	dazu	dazu	nan
.	.	.	nan
Es	es	Es	nan
heißt	heißen	heißt	nan
,	,	,	nan
dass	dass	dass	nan
nan	nan	die	nan
nan	nan	meisten	nan
nan	nan	Universitätsabschlüsse	nan
nan	nan	,	nan
weil	weil	weil	nan
die	d	nan	nan
meisten	meist	nan	nan
Universitätsabschlüsse	Universitätsabschlüs	nan	nan
nan	nan	sie	nan
nicht	nicht	nicht	nan
praxisorientiert	praxisorientiert	praxisorientiert	nan
sind	sein	sind	nan
und	und	und	nan
die	d	die	nan
Studenten	Student	Studenten	nan
nicht	nicht	nicht	nan
auf	auf	auf	nan
die	d	die	nan
wirkliche	wirklich	wirkliche	nan
Welt	Welt	Welt	nan
vorbereiten	vorbereiten	vorbereiten	nan
,	,	,	nan
sie	sie	nan	nan
von	von	von	nan
geringem	gering	geringem	nan
Wert	Wert	Wert	nan
sind	sein	sind	nan
.	.	.	nan
In	in	In	nan
diesem	dies	diesem	nan
Aufsatz	Aufsatz	Aufsatz	nan
möchte	mögen	möchte	nan
ich	ich	ich	nan
diese	dies	diesen	nan
Gedankenlinie	[unknown]	Gedankengang	nan
gern	gern	gern	nan
diskutieren	diskutieren	diskutieren	nan
,	,	nan	nan
und	und	und	nan
zeigen	zeigen	zeigen	nan
nan	nan	,	nan
dass	dass	dass	nan
es	es	es	nan
eine	ein	eine	nan
völlig	völlig	völlig	nan
törichte	töricht	törichte	nan
Meinung	Meinung	Meinung	nan
betrifft	betreffen	ist	sem
.	.	.	nan
Die	d	Die	nan
Behauptung	Behauptung	Behauptung	nan
nan	nan	,	nan
die	d	die	nan
diskutiert	diskutieren	diskutiert	nan
werden	werden	werden	nan
soll	sollen	soll	nan
,	,	,	nan
ist	sein	ist	nan
fast	fast	nan	nan
richtig	richtig	nan	nan
in	in	in	nan
einem	ein	einem	nan
Punkt	Punkt	Punkt	nan
nan	nan	fast	nan
nan	nan	richtig	nan
:	:	:	nan
sie	sie	Sie	nan
gestattet	gestatten	gestattet	nan
nan	nan	es	nan
nan	nan	,	nan
das	d	dass	nan
es	es	es	nan
Universitätsabschlüsse	Universitätsabschlüs	Universitätsabschlüsse	nan
gibt	geben	gibt	nan
nan	nan	,	nan
die	d	die	nan
praxisorientiert	praxisorientiert	praxisorientiert	nan
sind	sein	sind	nan
.	.	.	nan
Zugleich	zugleich	Zugleich	nan
wird	werden	wird	nan
jedoch	jedoch	jedoch	nan
behauptet	behaupten	behauptet	nan
,	,	,	nan
dass	dass	dass	nan
die	d	die	nan
meisten	meist	meisten	nan
Abschlüsse	Abschluß	Abschlüsse	nan
ein	ein	einen	nan
theoretischen	theoretisch	theoretischen	nan
Charakter	Charakter	Charakter	nan
haben	haben	haben	nan
.	.	.	nan
Ob	ob	Dass	nan
das	d	das	nan
aber	aber	aber	nan
wirklich	wirklich	wirklich	nan
so	so	so	nan
ist	sein	ist	nan
,	,	,	nan
könnte	können	könnte	nan
man	man	man	nan
im	im	im	nan
Frage	Frage	Frage	nan
stellen	stellen	stellen	nan
.	.	.	nan
Nehmen	nehmen	Nehmen	nan
wir	wir	wir	nan
Betriebswirtschaft	Betriebswirtschaft	Betriebswirtschaft	nan
,	,	,	nan
Medizin	Medizin	Medizin	nan
und	und	und	nan
Jura	Jura	Jura	nan
zum	zum	zum	nan
Beispiel	Beispiel	Beispiel	nan
,	,	,	nan
so	so	so	nan
ist	sein	ist	nan
es	es	es	nan
leicht	leicht	leicht	nan
zu	zu	zu	nan
zeigen	zeigen	zeigen	nan
,	,	,	nan
dass	dass	dass	nan
diese	dies	diese	nan
Abschlüsse	Abschluß	Abschlüsse	nan
heutzutage	heutzutage	heutzutage	nan
kaum	kaum	kaum	nan
mehr	mehr	mehr	nan
rein	rein	rein	nan
theoretische	theoretisch	theoretische	nan
Disziplinen	Disziplin	Disziplinen	nan
sind	sein	sind	nan
,	,	nan	nan
und	und	sondern	nan
die	d	die	nan
Studenten	Student	Studenten	nan
vielmehr	vielmehr	vielmehr	nan
vorbereiten	vorbereiten	nan	ws
auf	auf	auf	nan
ein	ein	einen	nan
bestimmtes	bestimmt	bestimmten	nan
Beruf	Beruf	Beruf	nan
nan	nan	vorbereiten	nan
.	.	.	nan
Es	es	Es	nan
ist	sein	ist	nan
vielleicht	vielleicht	vielleicht	nan
zu	zu	zu	nan
bedaurn	[unknown]	bedauern	orth
nan	nan	,	nan
dass	dass	dass	nan
diese	dies	diese	nan
Abschlüsse	Abschluß	Abschlüsse	nan
so	so	so	nan
praktisch	praktisch	praktisch	nan
eingerichtet	einrichten	eingerichtet	nan
worden	werden	worden	nan
sind	sein	sind	nan
,	,	,	nan
aber	aber	aber	nan
das	d	das	nan
ist	sein	ist	nan
eine	ein	eine	nan
ganz	ganz	ganz	nan
andere	ander	andere	nan
Sache	Sache	Sache	nan
.	.	.	nan
Da	da	Da	nan
diese	dies	diese	nan
Abschlüsse	Abschluß	Abschlüsse	nan
die	d	die	nan
größten	groß	höchsten	nan
Anzahlen	Anzahl	Anzahlen	nan
nan	nan	an	nan
Studenten	Student	Studenten	nan
ziehen	ziehen	anziehen	nan
,	,	,	nan
sollte	sollen	sollte	nan
man	man	man	nan
die	d	die	nan
Behauptung	Behauptung	Behauptung	nan
nan	nan	,	nan
dass	dass	dass	nan
die	d	die	nan
meisten	[unknown]	meisten	nan
Abschlüsse	Abschluß	Abschlüsse	nan
theoretisch	theoretisch	theoretisch	nan
orientiert	orientieren	orientiert	nan
sind	sein	sind	nan
nan	nan	,	nan
am	am	wenigstens	nan
wenigsten	wenigst	nan	nan
nuanzieren	[unknown]	nuancieren	nan
.	.	.	nan
Nächstens	nächstens	Als	nan
nan	nan	Nächstes	nan
geht	gehen	geht	nan
unsere	unser	unsere	nan
Behauptung	Behauptung	Behauptung	nan
von	von	von	nan
zwei	zwei	zwei	nan
Voraussetzungen	Voraussetzung	Voraussetzungen	nan
aus	aus	aus	nan
,	,	,	nan
welche	welch	welche	nan
beide	beide	beide	nan
diskutabel	diskutabel	diskutabel	nan
sind	sein	sind	nan
.	.	.	nan
Zum	zum	Zum	nan
ersten	erst	ersten	nan
heißt	heißen	heißt	nan
es	es	es	nan
,	,	,	nan
dass	dass	dass	nan
nur	nur	nur	nan
praxisorientierte	praxisorientiert	praxisorientierte	nan
Abschlüsse	Abschluß	Abschlüsse	nan
die	d	die	nan
Studenten	Student	Studenten	nan
auf	auf	auf	nan
die	d	die	nan
wirkliche	wirklich	wirkliche	nan
Welt	Welt	Welt	nan
vorbereiten	vorbereiten	vorbereiten	nan
.	.	.	nan
Ein	eine	Ein	nan
theoretischer	theoretisch	theoretischer	nan
Lehrgang	Lehrgang	Lehrgang	nan
könnte	können	könnte	nan
das	d	das	nan
vorgeblich	vorgeblich	vorgeblich	nan
nicht	nicht	nicht	nan
.	.	.	nan
Diese	dies	Diese	nan
Voraussetzung	Voraussetzung	Voraussetzung	nan
aber	aber	aber	nan
ist	sein	ist	nan
schwer	schwer	schwer	nan
zu	zu	zu	nan
begründen	begründen	begründen	nan
.	.	.	nan
Sie	Sie|sie|sie	Sie	nan
schlägt	schlagen	postuliert	nan
eine	ein	eine	nan
kunstmässige	[unknown]	künstliche	nan
Kluft	Kluft	Kluft	nan
zwischen	zwischen	zwischen	nan
die	d	der	nan
Universität	Universität	Universität	nan
und	und	und	nan
das	d	dem	nan
nan	nan	,	nan
was	was	was	nan
die	[unknown]	die	nan
wirkliche	wirklich	wirkliche	nan
Welt	Welt	Welt	nan
genannt	nennen	genannt	nan
wird	werden	wird	nan
.	.	.	nan
nan	nan	Sollen	nan
Wir	wir	wir	nan
sollen	sollen	nan	nan
hieraus	hieraus	hieraus	nan
