Heute	heute	nan	nan	nan
spielt	spielen	nan	nan	nan
den	d	nan	nan	nan
gesellschaftlichen	gesellschaftlich	nan	nan	nan
Beitrag	Beitrag	nan	nan	nan
eines	ein	nan	nan	nan
Menschen	Mensch	nan	nan	nan
kaum	kaum	nan	nan	nan
nan	nan	nan	nan	nan
eine	ein	nan	nan	nan
Rolle	Rolle	nan	nan	nan
bei	bei	nan	nan	nan
der	d	nan	nan	nan
Rechnung	Rechnung	nan	nan	nan
eines	ein	nan	nan	nan
Lohns	Lohn	nan	nan	nan
.	.	nan	nan	nan
Das	d	nan	nan	nan
Gehalt	Gehalt	nan	nan	nan
ist	sein	nan	nan	nan
normalerweise	normalerweise	nan	nan	nan
höher	hoch	nan	nan	nan
,	,	nan	nan	nan
je	je	nan	nan	nan
lang	lang	nan	nan	nan
man	man	nan	nan	nan
arbeitet	arbeiten	nan	nan	nan
und	und	nan	nan	nan
besonders	besonders	nan	nan	nan
an	an	nan	nan	nan
welchem	welch	nan	nan	nan
nan	nan	nan	nan	nan
Niveau	Niveau	nan	nan	nan
.	.	nan	nan	nan
Zum	zum	nan	nan	nan
Beispiel	Beispiel	nan	nan	nan
,	,	nan	nan	nan
ein	ein	nan	nan	nan
Angestellte	Angestellte	nan	nan	nan
vom	vom	nan	nan	nan
Dresdner	Dresdner	nan	nan	nan
Bank	Bank	nan	nan	nan
in	in	nan	nan	nan
Frankfurt	Frankfurt	nan	nan	nan
wird	werden	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
ohne	ohne	nan	nan	nan
Frage	Frage	nan	nan	nan
viel	viel	nan	nan	nan
mehr	mehr	nan	nan	nan
verdienen	verdienen	verdienen	vpräf	nan
als	als	nan	nan	nan
ein	ein	nan	nan	nan
Geschäftsmann	Geschäftsmann	nan	nan	nan
in	in	nan	nan	nan
einer	ein	nan	nan	nan
kleinen	klein	nan	nan	nan
Stadt	Stadt	nan	nan	nan
in	in	nan	nan	nan
Oberbayern	Oberbayern	nan	nan	nan
.	.	nan	nan	nan
Der	d	nan	nan	nan
Angestellte	Angestellte	nan	nan	nan
der	d	nan	nan	nan
Bank	Bank	nan	nan	nan
wird	werden	nan	nan	nan
vielleicht	vielleicht	nan	nan	nan
ein	ein	nan	nan	nan
bisschen	bißchen	nan	nan	nan
länger	lang	nan	nan	nan
arbeiten	arbeiten	nan	nan	nan
und	und	nan	nan	nan
muss	müssen	nan	nan	nan
bei	bei	nan	nan	nan
der	d	nan	nan	nan
Arbeit	Arbeit	nan	nan	nan
viel	viel	nan	nan	nan
mehr	mehr	nan	nan	nan
finanzielle	finanziell	nan	nan	nan
Verantwortung	Verantwortung	nan	nan	nan
tragen	tragen	nan	nan	nan
,	,	nan	nan	nan
aber	aber	nan	nan	nan
im	im	nan	nan	nan
Grunde	Grund	nan	nan	nan
sind	sein	nan	nan	nan
beide	beide	nan	nan	nan
sehr	sehr	nan	nan	nan
fleißig	fleißig	nan	nan	nan
.	.	nan	nan	nan
Unsere	unser	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
gibt	geben	nan	nan	nan
dem	d	nan	nan	nan
einen	ein	nan	nan	nan
ein	ein	nan	nan	nan
riesiges	riesig	nan	nan	nan
Gehalt	Gehalt	nan	nan	nan
und	und	nan	nan	nan
bewertet	bewerten	bewerten	vpräf	nan
den	d	nan	nan	nan
ländlichen	ländlich	nan	nan	nan
Geschäftsmann	Geschäftsmann	nan	nan	nan
als	als	nan	nan	nan
niedriger	niedrig	nan	nan	nan
,	,	nan	nan	nan
unwichtiger	unwichtig	nan	nan	nan
.	.	nan	nan	nan
Diese	dies	nan	nan	nan
Lage	Lage	nan	nan	nan
ist	sein	nan	nan	nan
normal	normal	nan	nan	nan
,	,	nan	nan	nan
nicht	nicht	nan	nan	nan
aussergewöhnlich	außergewöhnlich	nan	nan	nan
nan	nan	nan	nan	nan
aber	aber	nan	nan	nan
doch	doch	nan	nan	nan
unrecht	unrecht	nan	nan	nan
,	,	nan	nan	nan
da	da	nan	nan	nan
die	d	nan	nan	nan
Konsequenzen	Konsequenz	nan	nan	nan
der	d	nan	nan	nan
Arbeit	Arbeit	nan	nan	nan
des	d	nan	nan	nan
Bankangestellten	Bankangestellte	nan	nan	nan
wirken	wirken	nan	nan	nan
nur	nur	nan	nan	nan
Folgen	Folge	nan	nan	nan
auf	auf	nan	nan	nan
die	d	nan	nan	nan
Größe	Größe	nan	nan	nan
des	d	nan	nan	nan
Geldes	Geld	nan	nan	nan
irgendeines	irgendein	nan	nan	nan
reichen	reichen	nan	nan	nan
Mannes	Mann	nan	nan	nan
nan	nan	nan	nan	nan
,	,	nan	nan	nan
und	und	nan	nan	nan
die	d	nan	nan	nan
Arbeit	Arbeit	nan	nan	nan
für	für	nan	nan	nan
den	d	nan	nan	nan
ländlichen	ländlich	nan	nan	nan
Geschäftsmann	Geschäftsmann	nan	nan	nan
wirkt	wirken	nan	nan	nan
Folgen	Folge	nan	nan	nan
auf	auf	nan	nan	nan
das	d	nan	nan	nan
Leben	Leben	nan	nan	nan
aller	alle	nan	nan	nan
Mitglieder	Mitglied	nan	nan	nan
seiner	sein	nan	nan	nan
Familie	Familie	nan	nan	nan
nan	nan	nan	nan	nan
.	.	nan	nan	nan
Wenn	wenn	nan	nan	nan
wir	wir	nan	nan	nan
dieser	dies	nan	nan	nan
Unrecht	Unrecht	nan	nan	nan
im	im	nan	nan	nan
Zusammenhang	Zusammenhang	nan	nan	nan
nan	nan	nan	nan	nan
der	d	nan	nan	nan
ganzen	ganz	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
beantrachten	[unknown]	beantrachten	vpräf	neo
,	,	nan	nan	nan
kann	können	nan	nan	nan
man	man	nan	nan	nan
sehen	sehen	nan	nan	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
nan	nan	nan	nan	nan
in	in	nan	nan	nan
den	d	nan	nan	nan
meisten	meist	nan	nan	nan
Fällen	Fall|Fällen	nan	nan	nan
,	,	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
wird	werden	nan	nan	nan
man	man	nan	nan	nan
heute	heute	nan	nan	nan
mehr	mehr	nan	nan	nan
bezahlt	bezahlen	bezahlen	vpräf	nan
nan	nan	nan	nan	nan
,	,	nan	nan	nan
desto	desto	nan	nan	nan
weniger	weniger	nan	nan	nan
man	man	nan	nan	nan
für	für	nan	nan	nan
die	d	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
leistet	leisten	nan	nan	nan
.	.	nan	nan	nan
LehrerInnen	lehrerinnen	nan	nan	nan
bilden	bilden	nan	nan	nan
die	d	nan	nan	nan
wichtigste	wichtig	nan	nan	nan
Gruppe	Gruppe	nan	nan	nan
einer	ein	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
nan	nan	nan	nan	nan
,	,	nan	nan	nan
denn	denn	nan	nan	nan
sie	sie	nan	nan	nan
die	d	nan	nan	nan
Zukunft	Zukunft	nan	nan	nan
davon	davon	nan	nan	nan
ist	sein	nan	nan	nan
nur	nur	nan	nan	nan
durch	durch	nan	nan	nan
effektive	effektiv	nan	nan	nan
Ausbildung	Ausbildung	nan	nan	nan
möglich	möglich	nan	nan	nan
.	.	nan	nan	nan
Ärzte	Arzt	nan	nan	nan
und	und	nan	nan	nan
Krankenschwestern	Krankenschwester	nan	nan	nan
,	,	nan	nan	nan
bzw.	bzw.	nan	nan	nan
Krankenpflegern	Krankenpfleger	nan	nan	nan
,	,	nan	nan	nan
verdienen	verdienen	verdienen	vpräf	nan
normalerweise	normalerweise	nan	nan	nan
viel	viel	nan	nan	nan
weniger	weniger	nan	nan	nan
als	als	nan	nan	nan
ihre	ihr	nan	nan	nan
Genossen	Genosse	nan	nan	nan
in	in	nan	nan	nan
der	d	nan	nan	nan
Geschäftswelt	Geschäftswelt	nan	nan	nan
,	,	nan	nan	nan
trotz	trotz	nan	nan	nan
eines	ein	nan	nan	nan
vergleichbaren	vergleichbar	nan	nan	nan
Ausbildungsniveau	Ausbildungsniveau	nan	nan	nan
.	.	nan	nan	nan
Ob	ob	nan	nan	nan
sie	sie	nan	nan	nan
mehr	mehr	nan	nan	nan
verdienen	verdienen	verdienen	vpräf	nan
sollten	sollen	nan	nan	nan
nan	nan	nan	nan	nan
ist	sein	nan	nan	nan
ja	ja	nan	nan	nan
eine	ein	nan	nan	nan
Frage	Frage	nan	nan	nan
der	d	nan	nan	nan
politischen	politisch	nan	nan	nan
Weltanschauung	Weltanschauung	nan	nan	nan
.	.	nan	nan	nan
Der	d	nan	nan	nan
Moral	Moral	nan	nan	nan
ist	sein	nan	nan	nan
tief	tief	nan	nan	nan
im	im	nan	nan	nan
Menschen	Mensch	nan	nan	nan
gewurzelt	[unknown]	verwurzeln	vpräfx	nan
.	.	nan	nan	nan
Es	es	nan	nan	nan
wird	werden	nan	nan	nan
immer	immer	nan	nan	nan
einige	einige	nan	nan	nan
geben	geben	nan	nan	nan
,	,	nan	nan	nan
die	d	nan	nan	nan
sich	er|es|sie|Sie	nan	nan	nan
mit	mit	nan	nan	nan
der	d	nan	nan	nan
Verbesserung	Verbesserung	nan	nan	nan
unserer	unser	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
nan	nan	nan	nan	nan
beschäftigen	beschäftigen	beschäftigen	vpräf	nan
wollen	wollen	nan	nan	nan
werden	werden	nan	nan	nan
.	.	nan	nan	nan
Doch	doch	nan	nan	nan
ohne	ohne	nan	nan	nan
die	d	nan	nan	nan
entsprechende	entsprechend	nan	nan	nan
Entlohnung	Entlohnung	nan	nan	nan
wird	werden	nan	nan	nan
es	es	nan	nan	nan
sicher	sicher	nan	nan	nan
weniger	wenig	nan	nan	nan
Leute	Leute	nan	nan	nan
geben	geben	nan	nan	nan
,	,	nan	nan	nan
die	d	nan	nan	nan
sich	er|es|sie|Sie	nan	nan	nan
geschäftlich	geschäftlich	nan	nan	nan
aktiv	aktiv	nan	nan	nan
sein	sein	nan	nan	nan
würden	werden	nan	nan	nan
,	,	nan	nan	nan
wenn	wenn	nan	nan	nan
sie	sie	nan	nan	nan
mehr	mehr	nan	nan	nan
verdienen	verdienen	verdienen	vpräf	nan
könnten	können	nan	nan	nan
als	als	nan	nan	nan
Ärzte	Arzt	nan	nan	nan
oder	oder	nan	nan	nan
Lehrern	Lehrer	nan	nan	nan
.	.	nan	nan	nan
Was	was	nan	nan	nan
wir	wir	nan	nan	nan
normalerweise	normalerweise	nan	nan	nan
vergessen	vergessen	vergessen	vpräf	nan
nan	nan	nan	nan	nan
ist	sein	nan	nan	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
gesellschaftliche	gesellschaftlich	nan	nan	nan
Leistung	Leistung	nan	nan	nan
ist	sein	nan	nan	nan
nicht	nicht	nan	nan	nan
nur	nur	nan	nan	nan
eine	ein	nan	nan	nan
Sache	Sache	nan	nan	nan
der	d	nan	nan	nan
Ethik	Ethik	nan	nan	nan
nan	nan	nan	nan	nan
,	,	nan	nan	nan
besonders	besonders	nan	nan	nan
im	im	nan	nan	nan
christlichen	christlich	nan	nan	nan
Sinne	Sinn	nan	nan	nan
,	,	nan	nan	nan
sondern	sondern	nan	nan	nan
auch	auch	nan	nan	nan
eine	ein	nan	nan	nan
nan	nan	nan	nan	nan
kapitalistische	kapitalistisch	nan	nan	nan
Sache	Sache	nan	nan	nan
.	.	nan	nan	nan
Man	man	nan	nan	nan
könnte	können	nan	nan	nan
sogar	sogar	nan	nan	nan
sagen	sagen	nan	nan	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
die	d	nan	nan	nan
Förderung	Förderung	nan	nan	nan
einer	ein	nan	nan	nan
Verbrauchergesellchaft	[unknown]	nan	nan	nan
auch	auch	nan	nan	nan
eine	ein	nan	nan	nan
gesellschaftliche	gesellschaftlich	nan	nan	nan
Leistung	Leistung	nan	nan	nan
ist	sein	nan	nan	nan
,	,	nan	nan	nan
besonders	besonders	nan	nan	nan
wenn	wenn	nan	nan	nan
die	d	nan	nan	nan
meisten	meist	nan	nan	nan
nan	nan	nan	nan	nan
übereinstimmen	übereinstimmen	übereinstimmen	vpräf	as
,	,	nan	nan	nan
dass	dass	nan	nan	nan
es	es	nan	nan	nan
das	d	nan	nan	nan
beste	gut	nan	nan	nan
System	System	nan	nan	nan
ist	sein	nan	nan	nan
.	.	nan	nan	nan
Man	man	nan	nan	nan
muss	müssen	nan	nan	nan
für	für	nan	nan	nan
etwas	etwas	nan	nan	nan
arbeiten	arbeiten	nan	nan	nan
,	,	nan	nan	nan
ob	ob	nan	nan	nan
Geld	Geld	nan	nan	nan
,	,	nan	nan	nan
ob	ob	nan	nan	nan
Begeisterung	Begeisterung	nan	nan	nan
,	,	nan	nan	nan
ob	ob	nan	nan	nan
religiöse	religiös	nan	nan	nan
Ziele	Ziel	nan	nan	nan
.	.	nan	nan	nan
Die	d	nan	nan	nan
finanzielle	finanziell	nan	nan	nan
Entlohnung	Entlohnung	nan	nan	nan
ist	sein	nan	nan	nan
eigentlich	eigentlich	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
was	was	nan	nan	nan
wir	wir	nan	nan	nan
benutzen	benutzen	benutzen	vpräf	nan
,	,	nan	nan	nan
nan	nan	nan	nan	nan
eine	ein	nan	nan	nan
schwere	schwer	nan	nan	nan
Arbeit	Arbeit	nan	nan	nan
erträglicher	erträglich	nan	nan	nan
zu	zu	nan	nan	nan
machen	machen	nan	nan	nan
und	und	nan	nan	nan
ohne	ohne	nan	nan	nan
die	d	nan	nan	nan
Produkte	Produkt	nan	nan	nan
,	,	nan	nan	nan
die	d	nan	nan	nan
eine	ein	nan	nan	nan
Verbrauchergesellschaft	Verbrauchergesellschaft	nan	nan	nan
herstellt	herstellen	herstellen	vpart	nan
,	,	nan	nan	nan
könnten	können	nan	nan	nan
wir	wir	nan	nan	nan
nan	nan	nan	nan	nan
keinen	kein	nan	nan	nan
Vorsprung	Vorsprung	nan	nan	nan
uns	wir	nan	nan	nan
leisten	leisten	nan	nan	nan
.	.	nan	nan	nan
Wir	wir	nan	nan	nan
würden	werden	nan	nan	nan
nur	nur	nan	nan	nan
in	in	nan	nan	nan
die	d	nan	nan	nan
Vergangenheit	Vergangenheit	nan	nan	nan
zurückkehren	zurückkehren	zurückkehren	vpart	nan
.	.	nan	nan	nan
Es	es	nan	nan	nan
nützt	nützen	nan	nan	nan
eigentlich	eigentlich	nan	nan	nan
nicht	nicht	nan	nan	nan
,	,	nan	nan	nan
vom	vom	nan	nan	nan
Kommunismus	Kommunismus	nan	nan	nan
oder	oder	nan	nan	nan
von	von	nan	nan	nan
der	d	nan	nan	nan
marxistischen	marxistisch	nan	nan	nan
Ideologie	Ideologie	nan	nan	nan
zu	zu	nan	nan	nan
sprechen	sprechen	nan	nan	nan
.	.	nan	nan	nan
Bisjetzt	[unknown]	nan	nan	nan
nan	nan	nan	nan	nan
hat	haben	nan	nan	nan
keine	kein	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
die	d	nan	nan	nan
nötige	nötig	nan	nan	nan
Bedingungen	Bedingung	nan	nan	nan
dafür	dafür	nan	nan	nan
geleistet	leisten	erfüllen	vpräfx	nan
.	.	nan	nan	nan
Eine	ein	nan	nan	nan
Gesellschaft	Gesellschaft	nan	nan	nan
nan	nan	nan	nan	nan
in	in	nan	nan	nan
der	d	nan	nan	nan
die	d	nan	nan	nan
finanzielle	finanziell	nan	nan	nan
Entlohnung	Entlohnung	nan	nan	nan
eines	ein	nan	nan	nan
Menschen	Mensch	nan	nan	nan
dem	d	nan	nan	nan
gesellschaftlichen	gesellschaftlich	nan	nan	nan
Beitrag	Beitrag	nan	nan	nan
entspricht	entsprechen	entsprechen	vpräf	nan
,	,	nan	nan	nan
würde	werden	nan	nan	nan
gewiss	gewiß	nan	nan	nan
eine	ein	nan	nan	nan
Meritokratie	[UNKNOWN]	nan	nan	nan
der	d	nan	nan	nan
Ethik	Ethik	nan	nan	nan
sein	sein	nan	nan	nan
,	,	nan	nan	nan
denn	denn	nan	nan	nan
man	man	nan	nan	nan
würde	werden	nan	nan	nan
eine	ein	nan	nan	nan
Entlohnung	Entlohnung	nan	nan	nan
erhalten	erhalten	erhalten	vpräf	nan
,	,	nan	nan	nan
für	für	nan	nan	nan
die	d	nan	nan	nan
Arbeit	Arbeit	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
zu	zu	nan	nan	nan
welcher	welch	nan	nan	nan
man	man	nan	nan	nan
im	im	nan	nan	nan
ethischen	ethisch	nan	nan	nan
Sinne	Sinn	nan	nan	nan
verpflichtet	verpflichten	verpflichten	vpräf	nan
sein	sein	nan	nan	nan
sollte	sollen	nan	nan	nan
.	.	nan	nan	nan
Die	d	nan	nan	nan
menschliche	menschlich	nan	nan	nan
Natur	Natur	nan	nan	nan
ist	sein	nan	nan	nan
meines	mein	nan	nan	nan
Erachtens	Erachten	nan	nan	nan
sicher	sicher	nan	nan	nan
anders	anders	nan	nan	nan
-	-	nan	nan	nan
nicht	nicht	nan	nan	nan
unbedingt	unbedingt	nan	nan	nan
negativ	negativ	nan	nan	nan
,	,	nan	nan	nan
aber	aber	nan	nan	nan
immerhin	immerhin	nan	nan	nan
selbstorientiert	[unknown]	nan	nan	nan
.	.	nan	nan	nan
Die	d	nan	nan	nan
finanzielle	finanziell	nan	nan	nan
Entlohnung	Entlohnung	nan	nan	nan
eines	ein	nan	nan	nan
Menschen	Mensch	nan	nan	nan
sollte	sollen	nan	nan	nan
folglich	folglich	nan	nan	nan
dem	d	nan	nan	nan
Regeln	Regel|Regeln	nan	nan	nan
der	d	nan	nan	nan
Ökonomie	Ökonomie	nan	nan	nan
folgen	folgen	nan	nan	nan
.	.	nan	nan	nan
Wir	wir	nan	nan	nan
haben	haben	nan	nan	nan
ein	ein	nan	nan	nan
System	System	nan	nan	nan
,	,	nan	nan	nan
das	d	nan	nan	nan
gut	gut	nan	nan	nan
funktioniert	funktionieren	nan	nan	nan
.	.	nan	nan	nan
Wieso	wieso	nan	nan	nan
es	es	nan	nan	nan
ändern	ändern	nan	nan	nan
,	,	nan	nan	nan
wenn	wenn	nan	nan	nan
man	man	nan	nan	nan
nan	nan	nan	nan	nan
davon	davon	nan	nan	nan
keine	kein	nan	nan	nan
Verbesserung	Verbesserung	nan	nan	nan
leisten	leisten	erwarten	vpräfx	nan
kann	können	nan	nan	nan
?	?	nan	nan	nan
Man	man	nan	nan	nan
hört	hören	nan	nan	nan
es	es	nan	nan	nan
öfters	öfters	nan	nan	nan
sagen	[UNKNOWN]	nan	nan	nan
in	in	nan	nan	nan
Kneipen	Kneipe	nan	nan	nan
,	,	nan	nan	nan
nach	nach	nan	nan	nan
einigen	einige	nan	nan	nan
Gläser	Glas	nan	nan	nan
Bier	Bier	nan	nan	nan
nan	nan	nan	nan	nan
:	:	nan	nan	nan
nan	nan	nan	nan	nan
eigentlich	eigentlich	nan	nan	nan
haben	haben	nan	nan	nan
Universitätsabschlüsse	Universitätsabschlüs	nan	nan	nan
gar	gar	nan	nan	nan
keinen	kein	nan	nan	nan
Wert	Wert	nan	nan	nan
,	,	nan	nan	nan
da	da	nan	nan	nan
die	d	nan	nan	nan
Erkenntnis	Erkenntnis	nan	nan	nan
nan	nan	nan	nan	nan
die	d	nan	nan	nan
man	man	nan	nan	nan
sich	er|es|sie|Sie	nan	nan	nan
an	an	nan	nan	nan
der	d	nan	nan	nan
Universität	Universität	nan	nan	nan
zueignet	zueignen	zueignen	vpart	sem
nan	nan	nan	nan	nan
nichts	nichts	nan	nan	nan
mit	mit	nan	nan	nan
dem	d	nan	nan	nan
wirklichen	wirklich	nan	nan	nan
Leben	Leben	nan	nan	nan
zu	zu	nan	nan	nan
tun	tun	nan	nan	nan
hat	haben	nan	nan	nan
.	.	nan	nan	nan
Weniger	weniger	nan	nan	nan
häufig	häufig	nan	nan	nan
ist	sein	nan	nan	nan
diese	dies	nan	nan	nan
Meinung	Meinung	nan	nan	nan
innerhalb	innerhalb	nan	nan	nan
der	d	nan	nan	nan
Universität	Universität	nan	nan	nan
,	,	nan	nan	nan
aber	aber	nan	nan	nan
selbst	selbst	nan	nan	nan
da	da	nan	nan	nan
kann	können	nan	nan	nan
man	man	nan	nan	nan
sie	sie	nan	nan	nan
begegnen	begegnen	begegnen	vpräf	as
.	.	nan	nan	nan
Eines	ein	nan	nan	nan
der	d	nan	nan	nan
Themen	Thema	nan	nan	nan
für	für	nan	nan	nan
diesen	dies	nan	nan	nan
Aufsatz	Aufsatz	nan	nan	nan
enthalt	[UNKNOWN]	enthalten	vpräf	flex
sogar	sogar	nan	nan	nan
eine	ein	nan	nan	nan
mehr	mehr	nan	nan	nan
oder	oder	nan	nan	nan
weniger	weniger	nan	nan	nan
entwickelte	entwickeln	nan	nan	nan
Argumentation	Argumentation	nan	nan	nan
dazu	dazu	nan	nan	nan
.	.	nan	nan	nan
Es	es	nan	nan	nan
heißt	heißen	nan	nan	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
weil	weil	nan	nan	nan
die	d	nan	nan	nan
meisten	meist	nan	nan	nan
Universitätsabschlüsse	Universitätsabschlüs	nan	nan	nan
nan	nan	nan	nan	nan
nicht	nicht	nan	nan	nan
praxisorientiert	praxisorientiert	nan	nan	nan
sind	sein	nan	nan	nan
und	und	nan	nan	nan
die	d	nan	nan	nan
Studenten	Student	nan	nan	nan
nicht	nicht	nan	nan	nan
auf	auf	nan	nan	nan
die	d	nan	nan	nan
wirkliche	wirklich	nan	nan	nan
Welt	Welt	nan	nan	nan
vorbereiten	vorbereiten	vorbereiten	vpart	nan
,	,	nan	nan	nan
sie	sie	nan	nan	nan
von	von	nan	nan	nan
geringem	gering	nan	nan	nan
Wert	Wert	nan	nan	nan
sind	sein	nan	nan	nan
.	.	nan	nan	nan
In	in	nan	nan	nan
diesem	dies	nan	nan	nan
Aufsatz	Aufsatz	nan	nan	nan
möchte	mögen	nan	nan	nan
ich	ich	nan	nan	nan
diese	dies	nan	nan	nan
Gedankenlinie	[unknown]	nan	nan	nan
gern	gern	nan	nan	nan
diskutieren	diskutieren	nan	nan	nan
,	,	nan	nan	nan
und	und	nan	nan	nan
zeigen	zeigen	nan	nan	nan
nan	nan	nan	nan	nan
dass	dass	nan	nan	nan
es	es	nan	nan	nan
eine	ein	nan	nan	nan
völlig	völlig	nan	nan	nan
törichte	töricht	nan	nan	nan
Meinung	Meinung	nan	nan	nan
betrifft	betreffen	betreffen	vpräf	sem
.	.	nan	nan	nan
Die	d	nan	nan	nan
Behauptung	Behauptung	nan	nan	nan
nan	nan	nan	nan	nan
die	d	nan	nan	nan
diskutiert	diskutieren	nan	nan	nan
werden	werden	nan	nan	nan
soll	sollen	nan	nan	nan
,	,	nan	nan	nan
ist	sein	nan	nan	nan
fast	fast	nan	nan	nan
richtig	richtig	nan	nan	nan
in	in	nan	nan	nan
einem	ein	nan	nan	nan
Punkt	Punkt	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
:	:	nan	nan	nan
sie	sie	nan	nan	nan
gestattet	gestatten	nan	nan	nan
nan	nan	nan	nan	nan
nan	nan	nan	nan	nan
das	d	nan	nan	nan
es	es	nan	nan	nan
Universitätsabschlüsse	Universitätsabschlüs	nan	nan	nan
gibt	geben	nan	nan	nan
nan	nan	nan	nan	nan
die	d	nan	nan	nan
praxisorientiert	praxisorientiert	nan	nan	nan
sind	sein	nan	nan	nan
.	.	nan	nan	nan
Zugleich	zugleich	nan	nan	nan
wird	werden	nan	nan	nan
jedoch	jedoch	nan	nan	nan
behauptet	behaupten	behaupten	vpräf	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
die	d	nan	nan	nan
meisten	meist	nan	nan	nan
Abschlüsse	Abschluß	nan	nan	nan
ein	ein	nan	nan	nan
theoretischen	theoretisch	nan	nan	nan
Charakter	Charakter	nan	nan	nan
haben	haben	nan	nan	nan
.	.	nan	nan	nan
Ob	ob	nan	nan	nan
das	d	nan	nan	nan
aber	aber	nan	nan	nan
wirklich	wirklich	nan	nan	nan
so	so	nan	nan	nan
ist	sein	nan	nan	nan
,	,	nan	nan	nan
könnte	können	nan	nan	nan
man	man	nan	nan	nan
im	im	nan	nan	nan
Frage	Frage	nan	nan	nan
stellen	stellen	nan	nan	nan
.	.	nan	nan	nan
Nehmen	nehmen	nan	nan	nan
wir	wir	nan	nan	nan
Betriebswirtschaft	Betriebswirtschaft	nan	nan	nan
,	,	nan	nan	nan
Medizin	Medizin	nan	nan	nan
und	und	nan	nan	nan
Jura	Jura	nan	nan	nan
zum	zum	nan	nan	nan
Beispiel	Beispiel	nan	nan	nan
,	,	nan	nan	nan
so	so	nan	nan	nan
ist	sein	nan	nan	nan
es	es	nan	nan	nan
leicht	leicht	nan	nan	nan
zu	zu	nan	nan	nan
zeigen	zeigen	nan	nan	nan
,	,	nan	nan	nan
dass	dass	nan	nan	nan
diese	dies	nan	nan	nan
Abschlüsse	Abschluß	nan	nan	nan
heutzutage	heutzutage	nan	nan	nan
kaum	kaum	nan	nan	nan
mehr	mehr	nan	nan	nan
rein	rein	nan	nan	nan
